Principal Component 1	Principal Component 2
-1.5211580783957206	-4.095574248988766
7.986691955579662	-9.88224763106063
1.2922991217015265	-1.221521906004692
6.292645328763123	0.8327493564323003
-9.02002516173851	-1.2256956569862134
2.4849634066523114	-3.167909418332124
-11.353257866910036	4.297823201652379
5.2710808054038285	-7.372977619059898
-2.111724910677869	15.706780952786286
-9.298111606265602	-0.7208899653139162
1.445881459278872	7.2051125655870045
-4.222441817021203	4.056162326553409
9.08724239854468	-4.960951940939858
-4.327195099556499	7.309588267357202
-7.93167832142409	-1.923905947192086
-7.520618901135585	1.386665085567086
-6.400673547066047	3.122799780149612
-1.535978073240695	-5.4279940841629335
-6.6394606867890715	16.83832656724514
-2.440168894172684	-4.471698500388794
-3.0740669957397575	5.14759798491919
3.6419990179936326	-4.650042663430753
3.600622747152977	-8.992498151732228
10.207005364423587	-8.145515691989148
6.010474763576711	-4.11905867648207
-7.243548827294406	-2.734181524907425
-0.10064158848529198	-6.9932499425442165
-10.814724093703136	4.287317594496766
-0.6766869816636346	-1.7282331028625968
39.88197506941694	14.200463768926932
-0.9707199872080204	-2.5572407792949727
