Principal Component 1	Principal Component 2
-7.791597394894733	1.3778437226121718
-8.602789100343	1.8161527378949105
-10.492249951005604	0.9907493151621771
35.70259889567208	4.714125248551553
-7.772914336606026	0.03668303473503986
3.1276955674842095	-3.6934527997755078
11.90595220283771	-6.700092137268385
-4.376373477645952	-3.1408426784237737
34.552745100597846	7.448289869797548
-8.60790545394465	2.2167721586882
10.048524881537082	-0.400571052500758
12.005469809940953	-1.609326680622082
13.452195251590698	-2.8366319799695074
14.854142710403508	-2.2209280705373904
-9.495716836992013	0.9712591828131409
-7.503285961515545	2.126227232939823
3.2109224204832563	-4.163039977764333
-8.784269381293319	0.706770921737393
20.02952641025816	-0.9678485439551368
-9.984919868252394	1.7228831283318606
12.190632367582532	-1.4111925046573535
-11.121875192088394	0.7815258958132019
-8.277300324315904	0.8848658659900528
-8.695895075236443	-0.3769799884464342
-11.417444735590388	0.8778923682229963
-10.477645090206163	0.7277387837955092
-9.278832347449649	1.1219871008035653
-10.85121218009014	1.0737189218775995
-10.099829845739379	1.7257889336453365
2.432714851115395	-5.408637539596363
-9.881063916293755	1.608269530104949
