Principal Component 1	Principal Component 2
-7.712018161874268	-3.0003599242528747
-3.245286413820865	4.734182927398603
-6.704612165599736	-1.3573457762618248
22.934910689772124	-5.408116009559046
-10.011023193560932	-6.758154945700473
1.6752615741196804	12.750621373219897
-8.219768184785565	-4.187153876654525
-2.9998411938658602	7.254680261534181
23.860277994591435	-4.483533926292602
-9.083112693322226	-5.5195498676842885
24.07529351655054	-5.203239168790802
5.986447024367338	11.64612894931589
-0.5059048299922514	10.672103302202459
22.88656548237592	-5.314847936941423
-10.11264595812185	-6.99017388136132
-3.823266445392731	4.417669445094745
-0.875987023404823	10.699836608431005
-9.861202067543148	-6.441654591672534
19.509584223340628	0.6978210692061245
-9.741921816108007	-6.483025585030984
-2.0661529888157957	9.425429504078645
-2.9842830371965277	5.717200613559835
-10.02178866265193	-6.889880407473577
-3.2293829840373407	5.3450580199407725
-8.776135502843072	-4.845797690786518
-10.134909112370261	-7.023186232485196
-10.05492887237923	-6.892603611999831
-3.043826050099342	6.715433352851313
-3.3067448202814833	5.4574079435613765
23.316754844084784	-5.382161895081755
-7.730353171135235	-3.3527880423652405
