Principal Component 1	Principal Component 2
5.007009835957467	-9.761371416040975
11.33261042210781	-2.5927892700184607
-2.6046420687507985	-6.979065382240388
31.904806432099264	-2.675181478655622
-1.3814549500791284	-13.728559190220249
8.923843926673635	-1.9218913994821547
4.690383879296364	-9.24616519710898
7.6382121653262995	-3.5560163747523936
4.533609225460234	-13.897958230350891
0.09246055034772165	-13.793773513828729
2.5591892930975204	20.890836208466094
-8.34081060323487	2.7771408623220784
-7.048781749579117	4.100798492226624
1.3895828202342433	-8.24176545567292
-9.24684797808042	-0.7901124867227621
36.38712198895636	1.192838614547382
-19.1629190371128	5.9494859780549385
1.7038879023615743	-13.82596239489836
7.626820372554953	-13.354382336480503
-9.81027562475862	3.1848458109927917
-1.0720521698400785	50.88763954636683
26.93367609262125	-5.123523555863185
40.15335106706175	3.0339934046529096
-9.920529487952514	5.223138451535242
-11.667436515538729	25.159060387416268
6.707816540688823	-0.6423442805887727
-9.413218823506858	-1.1751437962213116
5.22332019377299	-13.654570920372466
-7.695207825561494	4.4452905168955175
-7.135747043689982	13.423289990434844
-1.9489947575299693	-6.585170004298863
-5.083740925769789	-8.318387298962673
-19.154529517157947	5.9464468222991815
-19.09481217645716	6.033624904169465
0.6106589596609502	-9.187260643140073
-8.716413850011593	4.149328992408731
0.6516037165625469	-4.029369740370751
2.0513120795548154	-13.809745522246768
8.556081696202398	-2.94923041430517
-18.72040056425147	7.933617273081488
7.137397667756998	-13.10381524114138
1.6846589366823637	-13.738645474444475
-3.1339887853188304	-8.809863310278176
4.7558993026408425	-2.1790495789208997
8.148626522845834	-3.300840827780202
-10.081750191836678	-1.9879867396384765
-6.150467453876462	0.6059206131716771
18.031748529609004	-8.37231073861331
40.403055899717145	40.06848781663987
-2.973091754722772	-8.953004027779278
-18.66885171312399	7.49943237065929
2.1577987119597246	-13.81974425884798
31.442076056746306	-2.532657763532665
-12.443098005613553	12.952904214180816
-18.804111731749654	6.25900896902751
0.35404636061778577	-13.819176109606007
-12.208897426326747	25.686130574025846
-8.102662665761892	-2.241208229112064
4.193886752974364	-9.466037214204583
-1.333289543696805	-13.62146759563459
-10.055408468091317	-1.915888517230331
6.5950339316603745	-12.784206636722123
-9.410759591710868	-3.0108996447764493
7.783522034683954	-13.23530105945344
-12.469703685500539	9.606055247467728
-13.43035481752791	9.792883627004617
7.894547485956676	-1.2550015952889682
-10.039263501559484	5.531742458784431
-7.204249340051878	-2.8759423136566147
1.197147186659796	-13.81302622644906
60.202767625177486	25.576884028847427
3.468004719072934	-13.769212544439332
-6.8145438040504915	-2.3324781816028994
5.214066140814216	-13.075433623746289
-12.938825408572086	10.33523216796141
1.5970059966173453	-12.02711389121094
0.600238639146393	-13.723601021603274
-19.08258116053184	6.042010099044531
-18.52587949483505	6.71412698421893
-10.029459720797233	12.27694730167637
20.836741623243746	1.9561015252643472
-19.02635000479119	6.033245222352689
-2.4542943005734847	-13.515362887067983
-17.711732986607085	0.13213535498666293
-2.0668496585132483	-9.320944569387603
-0.5007104789812935	-13.55976531531395
-12.900026500665621	10.384209574878364
7.047525524938504	-13.347813285687046
-18.422929858346432	7.107696587794568
-7.427754030462916	-2.7345792668835607
-3.0998107159157793	-8.743424540193462
5.760261532531548	-12.991869102511357
11.29538348115368	-2.372841527743169
6.257364826974293	23.781753223130444
-3.625762992489919	44.814637403781894
-1.3625078365337275	-13.739570171365136
-9.881376366171141	4.8541975506298405
5.015692012776582	-13.656995493395293
0.31338583958259153	-13.853458847377448
-18.746230042677148	6.31455750316373
0.4323929433421087	-13.654300041651112
53.40211029919161	32.99567866606219
-1.4175424011909301	-13.750114593485373
-9.408851430625848	-3.0094004827157184
3.036422473178318	-13.633681150457448
-8.510992134838627	5.6370219531801
-9.231173452572936	32.89696710565626
2.8167233817106156	22.14610408295303
36.68086864276591	1.1521086941600214
-12.077933202423285	13.206981368485094
0.8954755111022166	-5.017073207354528
-8.358177994265288	-1.44992805785744
-13.978175431664933	11.262236663944785
