Principal Component 1	Principal Component 2
-3.9993339356009034	-3.0165027885453264
-4.835438776389637	0.8727764149798835
24.330320091261783	-9.25812578337281
36.930024457416806	18.674858886586353
-5.187865952490625	6.456604554271319
29.07658499728537	-4.357792742430089
-4.985708874473811	0.817694389032496
-4.46432584633451	-1.2671245365060575
-5.8861970176888	0.6208323617143625
-3.7279963946244465	-4.250623379993957
-5.347620921769877	4.567253335871179
-5.438173523255584	5.550934051877427
-5.063302318953781	0.6201146141731755
-5.043347213607948	7.120357780877872
-5.3663983248056475	5.856324630945621
4.849153261064046	-13.855404822177565
-2.41599078336613	-8.303256813925838
-5.353057511192543	0.4649525962612326
-2.0109779884515513	-6.323416611735434
-3.3372053965932853	-4.47341700250685
-4.998005201342847	1.99823046400534
-4.248476691865522	-0.2990486378401576
-5.151344134003688	1.8213176248750067
-5.052507147655283	5.596376149612367
-5.0254648797917785	0.5106379567951935
-4.757783762903161	7.970773689226254
6.510439790133355	-14.115326382070986
