Principal Component 1	Principal Component 2
-5.829940863569298	0.8174076533136725
3.4794815321005594	0.3676573927585771
-11.05493327968375	4.440409939621558
12.610448771102064	19.481331860435187
-10.269908064239871	-1.2594227985575472
6.180508818197152	14.632700453757804
0.9238597845992691	-4.423038737648037
2.6040371729725975	-4.997659409822067
23.421915325177498	-0.3425302469344368
15.734782171921879	-7.9655412667989225
-8.78379888718396	-2.483739252621655
-0.809901305739335	-6.083711797980919
0.9238597845992691	-4.423038737648037
-10.269908064239871	-1.259422798557547
-3.8823171390910596	-2.8608692241300364
2.467887454325715	8.015521079826604
-7.050483247201539	-4.337690913040763
13.299223716945967	-7.498251204168397
-10.47408981313164	0.8500508216757994
14.484784856601838	-1.8430043401954341
-7.275416746374553	3.5751463179515715
-8.807608224293352	1.2932218982085193
7.521736598260246	-6.7358323377697
-8.015205172811697	-1.1363603302432663
3.4794815321005608	0.3676573927585696
-5.898258554785871	1.10486810995144
-8.710238156558814	2.704140475857468
